swing,pair,item,value,n
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,pose_body_px_mean,3.1629,4938
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,pose_body_px_p95,7.6285,4938
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,pose_hands_px_mean,5.0294,9030
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,pose_hands_px_p95,12.0943,9030
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,pose_frames_common,215,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,club_theta_deg_median,0.0,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,club_theta_deg_p95,3.0,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,club_head_px_median,4.6647,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,club_head_px_p95,25.9942,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,club_frames_tracked_in_one_only,0,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,ball_found_agreement,0.9543,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,ball_pos_px_median,0.7745,20
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,ball_launch_ms,26.719,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,ball_launch_found_mismatch,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,phase_P00_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,phase_P01_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,phase_P02_ms,20.002,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,phase_P05_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,phase_P07_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,phase_P08_ms,0.931,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,phase_P09_ms,0.619,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,phase_P12_ms,3.295,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,phase_P13_ms,0.57,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,phase_P14_ms,1.502,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,phase_count_diff,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric_value_count_diff,2,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric_keys_only_in_first,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric_keys_only_in_second,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:attackAngle:P5,30.3201,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:ballPosition:P0,2.9597,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:clubAngularSpeed:P9,146.5143,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:clubheadPeakLead:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:clubheadSpeed:P0,0.2286,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:clubheadSpeed:P2,2.1204,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:clubheadSpeed:P5,7.0853,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:comOverLeadFoot:P0,7.0513,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:comOverLeadFoot:P2,3.35,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:comOverLeadFoot:P5,1.3869,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:comOverLeadFoot:P7,5.0633,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:elbowAlignment:P0,0.0009,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:elbowAlignment:P5,0.6224,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:feetAlignment:P0,1.0894,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:feetAlignment:P2,1.107,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:feetAlignment:P5,0.4298,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:handSpeed:P0,0.1321,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:handSpeed:P2,0.0365,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:handSpeed:P5,1.2502,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:headLift:P0,3.3556,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:headLift:P2,0.2106,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:headLift:P5,0.0391,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:headSway:P0,0.0498,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:headSway:P2,0.7174,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:headSway:P5,0.0332,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:headTilt:P0,3.429,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:headTilt:P2,1.4772,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:headTilt:P5,0.7722,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:hipLineTilt:P0,15.5715,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:hipLineTilt:P12,1.1222,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:hipLineTilt:P13,0.2651,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:hipLineTilt:P2,1.1773,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:hipLineTilt:P5,0.3558,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:hipLineTilt:P8,1.3422,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:hipLineTilt:P9,0.1413,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:impactShaftLean:P5,13.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:lagAngle:P0,1.0945,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:lagAngle:P2,4.6962,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:lagAngle:P5,3.3285,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadArmAngularSpeed:P5,29.8136,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadArmAngularSpeed:P9,4.7734,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadArmToTorso:P0,1.6193,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadArmToTorso:P2,16.6503,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadArmToTorso:P5,2.3562,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadArmToTorso:P7,4.0366,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadFootFlare:P0,3.7623,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadHandWidth:P0,34.9914,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadHandWidth:P2,1.826,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadHandWidth:P5,1.9444,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadHandWidth:P7,0.0489,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadHeelLift:P0,0.2116,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadHeelLift:P2,1.6765,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadHeelLift:P5,0.0072,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadKneeDrift:P0,14.5473,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadKneeDrift:P2,0.2742,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadKneeDrift:P5,1.8431,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadUpperArmToChest:P0,2.4896,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadUpperArmToChest:P2,3.961,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadUpperArmToChest:P5,1.5916,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:leadUpperArmToChest:P7,0.8124,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:pelvisAngularSpeed:P5,61.2626,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:pelvisAngularSpeed:P9,59.4132,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:pelvisLift:P0,8.2849,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:pelvisLift:P2,1.1294,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:pelvisLift:P5,0.9556,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:pelvisSway:P0,3.8006,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:pelvisSway:P2,1.8306,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:pelvisSway:P5,1.6047,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:plumbBobDistance:P0,0.7878,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:plumbBobDistance:P12,0.2844,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:plumbBobDistance:P13,0.1223,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:plumbBobDistance:P2,0.4238,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:plumbBobDistance:P5,0.1487,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:plumbBobDistance:P8,0.0339,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:plumbBobDistance:P9,0.2014,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:secondaryAxisTilt:P0,1.0469,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:secondaryAxisTilt:P2,2.9711,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:secondaryAxisTilt:P5,2.2263,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:shaftAngleVsHorizontal:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:shaftAngleVsHorizontal:P2,11.8489,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:shaftAngleVsHorizontal:P5,104.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:shaftAngleVsHorizontal:P7,1.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:shoulderPlaneAngle:P0,0.1018,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:shoulderPlaneAngle:P5,2.7801,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:spineSideBend:P0,15.4698,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:spineSideBend:P5,2.4243,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:stanceWidth:P0,0.6261,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:stanceWidthMm:P0,1.45,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:swingPlaneIotaBack:P2,3.0753,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:swingPlaneIotaDown:P5,2.6843,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:tempoBackswing:P5,0.02,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:tempoRatio:P5,0.2709,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:thoraxAngularSpeed:P5,250.7303,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:thoraxAngularSpeed:P9,367.5805,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:thoraxLateralDrift:P0,6.9173,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:thoraxLateralDrift:P2,10.0942,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:thoraxLateralDrift:P5,0.5231,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:toeLineAngle:P0,3.1737,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:trailElbowHeight:P0,1.2741,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:trailElbowHeight:P5,1.0749,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:trailElbowHeight:P7,2.2801,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:trailFootFlare:P0,0.8963,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:trailWristFlexExt:P0,7.8862,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:trailWristFlexExt:P2,14.0306,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:trailWristFlexExt:P5,3.436,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:trailWristFlexExt:P7,1.7353,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,metric:transitionPlaneDelta:P3,5.7596,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-M1,score_overall,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,pose_body_px_mean,0.0,4941
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,pose_body_px_p95,0.0,4941
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,pose_hands_px_mean,0.0,9030
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,pose_hands_px_p95,0.0,9030
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,pose_frames_common,215,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,club_theta_deg_median,0.0,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,club_theta_deg_p95,0.0,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,club_head_px_median,0.0,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,club_head_px_p95,0.0,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,club_frames_tracked_in_one_only,0,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,ball_found_agreement,1.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,ball_pos_px_median,0.0,20
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,ball_launch_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,ball_launch_found_mismatch,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,phase_P00_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,phase_P01_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,phase_P02_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,phase_P05_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,phase_P07_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,phase_P08_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,phase_P09_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,phase_P12_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,phase_P13_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,phase_P14_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,phase_count_diff,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric_value_count_diff,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric_keys_only_in_first,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric_keys_only_in_second,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:attackAngle:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:ballPosition:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:clubAngularSpeed:P9,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:clubheadPeakLead:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:clubheadSpeed:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:clubheadSpeed:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:clubheadSpeed:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:comOverLeadFoot:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:comOverLeadFoot:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:comOverLeadFoot:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:comOverLeadFoot:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:elbowAlignment:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:elbowAlignment:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:feetAlignment:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:feetAlignment:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:feetAlignment:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:handSpeed:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:handSpeed:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:handSpeed:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:headLift:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:headLift:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:headLift:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:headSway:P0,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:headSway:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:headSway:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:headTilt:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:headTilt:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:headTilt:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:hipLineTilt:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:hipLineTilt:P12,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:hipLineTilt:P13,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:hipLineTilt:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:hipLineTilt:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:hipLineTilt:P8,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:hipLineTilt:P9,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:impactShaftLean:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:lagAngle:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:lagAngle:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:lagAngle:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadArmAngularSpeed:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadArmAngularSpeed:P9,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadArmToTorso:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadArmToTorso:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadArmToTorso:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadArmToTorso:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadFootFlare:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadHandWidth:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadHandWidth:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadHandWidth:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadHandWidth:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadHeelLift:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadHeelLift:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadHeelLift:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadKneeDrift:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadKneeDrift:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadKneeDrift:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadUpperArmToChest:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadUpperArmToChest:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadUpperArmToChest:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:leadUpperArmToChest:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:pelvisAngularSpeed:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:pelvisAngularSpeed:P9,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:pelvisLift:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:pelvisLift:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:pelvisLift:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:pelvisSway:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:pelvisSway:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:pelvisSway:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:plumbBobDistance:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:plumbBobDistance:P12,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:plumbBobDistance:P13,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:plumbBobDistance:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:plumbBobDistance:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:plumbBobDistance:P8,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:plumbBobDistance:P9,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:secondaryAxisTilt:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:secondaryAxisTilt:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:secondaryAxisTilt:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:shaftAngleVsHorizontal:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:shaftAngleVsHorizontal:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:shaftAngleVsHorizontal:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:shaftAngleVsHorizontal:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:shoulderPlaneAngle:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:shoulderPlaneAngle:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:shoulderPlaneAngle:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:spineSideBend:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:spineSideBend:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:spineSideBend:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:stanceWidth:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:stanceWidthMm:P0,0.0,
